sep=	
1784681971806.97998047	1156.694032
1784681971811.97998047	1101.714883
1784681971816.97998047	1064.582116
1784681971821.97998047	1053.380026
1784681971826.97998047	1016.880377
1784681971831.97998047	981.567782
1784681971836.97998047	1015.371691
1784681971841.97998047	961.651888
1784681971846.97998047	913.841641
1784681971851.97998047	883.751253
1784681971856.97998047	887.293099
1784681971861.97998047	928.063560
1784681971866.97998047	903.782333
1784681971871.97998047	900.977899
1784681971876.97998047	879.983892
1784681971881.97998047	891.892707
1784681971886.97998047	882.929479
1784681971891.97998047	915.714901
1784681971896.97998047	917.021174
1784681971901.97998047	888.992075
1784681971906.97998047	891.798255
1784681971911.97998047	897.929560
1784681971916.97998047	908.907898
1784681971921.97998047	914.700193
1784681971926.97998047	949.395018
1784681971931.97998047	961.265623
1784681971936.97998047	946.953993
1784681971941.97998047	944.513644
1784681971946.97998047	989.372533
1784681971951.97998047	939.289259
1784681971956.97998047	975.728534
1784681971961.97998047	939.256838
1784681971966.97998047	943.646844
1784681971971.97998047	890.960196
1784681971976.97998047	952.337523
1784681971981.97998047	929.480412
1784681971986.97998047	949.353082
1784681971991.97998047	863.687012
1784681971996.97998047	859.674118
1784681972001.97998047	870.984571
1784681972006.97998047	864.260885
1784681972011.97998047	807.603238
1784681972016.97998047	809.686901
1784681972021.97998047	797.464311
1784681972026.97998047	738.191165
1784681972031.97998047	717.934697
1784681972036.97998047	704.600929
1784681972041.97998047	660.129293
1784681972046.97998047	667.130595
1784681972051.97998047	649.422140
1784681972056.97998047	603.563172
1784681972061.97998047	614.032978
1784681972066.97998047	600.508691
1784681972071.97998047	587.654837
1784681972076.97998047	552.765652
1784681972081.97998047	530.749287
1784681972086.97998047	542.654510
1784681972091.97998047	546.728405
1784681972096.97998047	540.850866
1784681972101.97998047	578.618376
1784681972106.97998047	572.208885
1784681972111.97998047	560.256247
1784681972116.97998047	606.057922
1784681972121.97998047	570.046195
1784681972126.97998047	659.442789
1784681972131.97998047	689.129676
1784681972136.97998047	701.311504
1784681972141.97998047	767.739865
1784681972146.97998047	796.382368
1784681972151.97998047	832.420655
1784681972156.97998047	898.341561
1784681972161.97998047	971.610737
1784681972166.97998047	1011.828392
1784681972171.97998047	1077.352707
1784681972176.97998047	1134.819861
1784681972181.97998047	1199.349448
1784681972186.97998047	1247.820856
1784681972191.97998047	1365.245694
1784681972196.97998047	1449.993185
1784681972201.97998047	1483.391170
1784681972206.97998047	1565.763990
1784681972211.97998047	1626.856607
1784681972216.97998047	1713.296914
1784681972221.97998047	1771.553265
1784681972226.97998047	1851.303814
1784681972231.97998047	1926.091971
1784681972236.97998047	1966.063028
1784681972241.97998047	2060.808259
1784681972246.97998047	2123.447583
1784681972251.97998047	2157.587940
1784681972256.97998047	2229.046265
1784681972261.97998047	2300.070784
1784681972266.97998047	2369.387528
1784681972271.97998047	2394.719217
1784681972276.97998047	2427.939488
1784681972281.97998047	2504.836816
1784681972286.97998047	2524.818964
1784681972291.97998047	2574.694937
1784681972296.97998047	2604.165011
1784681972301.97998047	2598.509299
1784681972306.97998047	2661.473372
1784681972311.97998047	2702.319767
1784681972316.97998047	2713.549980
1784681972321.97998047	2708.626308
1784681972326.97998047	2677.530296
1784681972331.97998047	2695.250503
1784681972336.97998047	2721.246719
1784681972341.97998047	2728.201951
1784681972346.97998047	2751.364332
1784681972351.97998047	2781.613392
1784681972356.97998047	2758.982208
1784681972361.97998047	2739.991139
1784681972366.97998047	2718.171153
1784681972371.97998047	2699.541127
1784681972376.97998047	2698.391982
1784681972381.97998047	2709.632860
1784681972386.97998047	2658.648838
1784681972391.97998047	2657.218192
1784681972396.97998047	2630.221553
1784681972401.97998047	2617.207628
1784681972406.97998047	2559.718286
1784681972411.97998047	2546.389362
1784681972416.97998047	2498.530332
1784681972421.97998047	2467.908910
1784681972426.97998047	2443.891983
1784681972431.97998047	2402.077177
1784681972436.97998047	2367.665692
1784681972441.97998047	2316.229305
1784681972446.97998047	2276.255799
1784681972451.97998047	2264.699126
1784681972456.97998047	2205.430850
1784681972461.97998047	2153.499787
1784681972466.97998047	2148.526112
1784681972471.97998047	2136.119414
1784681972476.97998047	2054.261518
1784681972481.97998047	1971.028803
1784681972486.97998047	1968.301117
1784681972491.97998047	1888.898110
1784681972496.97998047	1801.760022
1784681972501.97998047	1790.550566
1784681972506.97998047	1777.702889
1784681972511.97998047	1732.263963
1784681972516.97998047	1696.774761
1784681972521.97998047	1581.744604
1784681972526.97998047	1533.118281
1784681972531.97998047	1477.804193
1784681972536.97998047	1459.634717
1784681972541.97998047	1428.749582
1784681972546.97998047	1354.851758
1784681972551.97998047	1292.793477
1784681972556.97998047	1264.004343
1784681972561.97998047	1235.139880
1784681972566.97998047	1203.820260
1784681972571.97998047	1166.587926
1784681972576.97998047	1156.388059
1784681972581.97998047	1086.375740
1784681972586.97998047	1090.058034
1784681972591.97998047	1042.643245
1784681972596.97998047	1053.424405
1784681972601.97998047	958.637459
1784681972606.97998047	933.610230
1784681972611.97998047	912.118346
1784681972616.97998047	917.265868
1784681972621.97998047	915.965651
1784681972626.97998047	922.987647
1784681972631.97998047	907.247587
1784681972636.97998047	899.808228
1784681972641.97998047	876.691551
1784681972646.97998047	933.884107
1784681972651.97998047	865.577956
1784681972656.97998047	876.218880
1784681972661.97998047	899.563719
1784681972666.97998047	856.520116
1784681972671.97998047	876.988764
1784681972676.97998047	932.275164
1784681972681.97998047	920.531667
1784681972686.97998047	946.685411
1784681972691.97998047	946.548902
1784681972696.97998047	954.943983
1784681972701.97998047	897.963137
1784681972706.97998047	938.135068
1784681972711.97998047	954.469193
1784681972716.97998047	964.304917
1784681972721.97998047	931.753474
1784681972726.97998047	1002.876135
1784681972731.97998047	981.962739
1784681972736.97998047	960.325613
1784681972741.97998047	918.993857
1784681972746.97998047	937.726963
1784681972751.97998047	945.057652
1784681972756.97998047	935.219948
1784681972761.97998047	954.118962
1784681972766.97998047	855.490742
1784681972771.97998047	842.696416
1784681972776.97998047	899.819754
1784681972781.97998047	822.006434
1784681972786.97998047	820.069957
1784681972791.97998047	797.492974
1784681972796.97998047	764.492244
1784681972801.97998047	714.617372
1784681972806.97998047	753.853648
1784681972811.97998047	717.455949
1784681972816.97998047	702.400163
1784681972821.97998047	690.812338
1784681972826.97998047	650.572975
1784681972831.97998047	644.230010
1784681972836.97998047	615.194139
1784681972841.97998047	573.760596
1784681972846.97998047	577.529150
1784681972851.97998047	571.689310
1784681972856.97998047	529.322633
1784681972861.97998047	522.632213
1784681972866.97998047	509.428786
1784681972871.97998047	533.162039
1784681972876.97998047	580.159148
1784681972881.97998047	581.122812
1784681972886.97998047	570.167968
1784681972891.97998047	545.561795
1784681972896.97998047	633.890296
1784681972901.97998047	585.180540
1784681972906.97998047	644.291052
1784681972911.97998047	671.907756
1784681972916.97998047	711.947237
1784681972921.97998047	749.166415
1784681972926.97998047	832.294492
1784681972931.97998047	837.768039
1784681972936.97998047	906.756034
1784681972941.97998047	973.335277
1784681972946.97998047	981.017912
1784681972951.97998047	1066.962377
1784681972956.97998047	1136.979242
1784681972961.97998047	1157.445006
1784681972966.97998047	1255.327513
1784681972971.97998047	1304.833937
1784681972976.97998047	1409.473053
1784681972981.97998047	1461.535010
1784681972986.97998047	1467.599561
1784681972991.97998047	1601.528994
1784681972996.97998047	1679.927352
1784681973001.97998047	1739.682926
1784681973006.97998047	1816.484787
1784681973011.97998047	1849.588819
1784681973016.97998047	1946.200448
1784681973021.97998047	2028.646503
1784681973026.97998047	2021.533595
1784681973031.97998047	2105.827973
1784681973036.97998047	2224.963964
1784681973041.97998047	2233.797131
1784681973046.97998047	2304.922250
1784681973051.97998047	2371.633879
1784681973056.97998047	2405.620391
1784681973061.97998047	2427.060995
1784681973066.97998047	2479.442918
1784681973071.97998047	2501.558193
1784681973076.97998047	2569.632148
1784681973081.97998047	2616.333732
1784681973086.97998047	2634.077326
1784681973091.97998047	2617.866925
1784681973096.97998047	2644.047250
1784681973101.97998047	2683.762438
1784681973106.97998047	2710.872230
1784681973111.97998047	2754.725618
1784681973116.97998047	2699.896734
1784681973121.97998047	2726.011330
1784681973126.97998047	2731.126857
1784681973131.97998047	2739.024854
1784681973136.97998047	2755.333614
1784681973141.97998047	2754.267561
1784681973146.97998047	2703.556727
1784681973151.97998047	2756.876733
1784681973156.97998047	2723.869300
1784681973161.97998047	2698.548098
1784681973166.97998047	2728.327436
1784681973171.97998047	2680.638261
1784681973176.97998047	2685.985103
1784681973181.97998047	2665.225750
1784681973186.97998047	2634.816963
1784681973191.97998047	2627.212170
1784681973196.97998047	2588.272246
1784681973201.97998047	2560.087742
1784681973206.97998047	2553.997432
1784681973211.97998047	2492.314602
1784681973216.97998047	2507.201228
1784681973221.97998047	2439.278743
1784681973226.97998047	2403.292383
1784681973231.97998047	2376.814960
1784681973236.97998047	2361.769705
1784681973241.97998047	2274.216929
1784681973246.97998047	2281.894141
1784681973251.97998047	2242.518341
1784681973256.97998047	2188.355631
1784681973261.97998047	2115.966184
1784681973266.97998047	2138.448124
1784681973271.97998047	2048.005218
1784681973276.97998047	2011.072752
1784681973281.97998047	1997.486538
1784681973286.97998047	1924.067964
1784681973291.97998047	1846.897538
1784681973296.97998047	1850.241175
1784681973301.97998047	1820.697798
1784681973306.97998047	1761.547878
1784681973311.97998047	1658.088335
1784681973316.97998047	1637.114063
1784681973321.97998047	1609.720110
1784681973326.97998047	1549.761559
1784681973331.97998047	1492.521150
1784681973336.97998047	1472.275341
1784681973341.97998047	1406.094386
1784681973346.97998047	1390.874517
1784681973351.97998047	1344.664817
1784681973356.97998047	1341.102327
1784681973361.97998047	1296.091027
1784681973366.97998047	1255.799914
1784681973371.97998047	1234.338200
1784681973376.97998047	1155.454648
1784681973381.97998047	1131.860653
1784681973386.97998047	1096.089398
1784681973391.97998047	1062.248290
1784681973396.97998047	1006.947738
1784681973401.97998047	1041.941644
1784681973406.97998047	979.030026
1784681973411.97998047	973.409873
1784681973416.97998047	975.342508
1784681973421.97998047	938.393953
1784681973426.97998047	880.517701
1784681973431.97998047	921.403421
1784681973436.97998047	893.529706
1784681973441.97998047	907.452877
1784681973446.97998047	873.280138
1784681973451.97998047	839.292417
1784681973456.97998047	884.616415
1784681973461.97998047	882.293873
1784681973466.97998047	862.062173
1784681973471.97998047	908.226778
1784681973476.97998047	919.815553
1784681973481.97998047	913.909919
1784681973486.97998047	905.276287
1784681973491.97998047	930.214614
1784681973496.97998047	953.326697
1784681973501.97998047	891.793743
1784681973506.97998047	942.402101
1784681973511.97998047	933.754758
1784681973516.97998047	946.076922
1784681973521.97998047	940.775223
1784681973526.97998047	946.815957
1784681973531.97998047	952.018851
1784681973536.97998047	958.113790
1784681973541.97998047	922.652865
1784681973546.97998047	960.661881
1784681973551.97998047	937.506390
1784681973556.97998047	933.507699
1784681973561.97998047	904.619332
1784681973566.97998047	951.111587
1784681973571.97998047	957.766338
1784681973576.97998047	918.968798
1784681973581.97998047	884.911282
1784681973586.97998047	886.001984
1784681973591.97998047	866.611339
1784681973596.97998047	865.705776
1784681973601.97998047	838.525755
1784681973606.97998047	834.950711
1784681973611.97998047	809.919301
1784681973616.97998047	801.258635
1784681973621.97998047	783.229028
1784681973626.97998047	740.383543
1784681973631.97998047	718.995719
1784681973636.97998047	703.878498
1784681973641.97998047	712.465401
1784681973646.97998047	639.892846
1784681973651.97998047	664.080889
1784681973656.97998047	620.906544
1784681973661.97998047	560.185267
1784681973666.97998047	561.888867
1784681973671.97998047	585.645126
1784681973676.97998047	538.057700
1784681973681.97998047	529.786293
1784681973686.97998047	533.422901
1784681973691.97998047	579.267403
1784681973696.97998047	530.137671
1784681973701.97998047	557.101025
1784681973706.97998047	558.510620
1784681973711.97998047	576.800900
1784681973716.97998047	553.000377
1784681973721.97998047	590.138115
1784681973726.97998047	620.504110
1784681973731.97998047	641.895663
1784681973736.97998047	650.951004
1784681973741.97998047	703.073149
1784681973746.97998047	724.420224
1784681973751.97998047	743.287422
1784681973756.97998047	806.958038
1784681973761.97998047	816.942914
1784681973766.97998047	907.234315
1784681973771.97998047	916.091171
1784681973776.97998047	1056.976395
1784681973781.97998047	1037.162206
1784681973786.97998047	1082.670964
1784681973791.97998047	1151.615731
1784681973796.97998047	1219.870288
1784681973801.97998047	1274.634778
1784681973806.97998047	1330.416804
1784681973811.97998047	1426.261080
1784681973816.97998047	1436.849258
1784681973821.97998047	1556.993866
1784681973826.97998047	1588.596334
1784681973831.97998047	1642.549398
1784681973836.97998047	1742.707224
1784681973841.97998047	1796.351203
1784681973846.97998047	1879.059861
1784681973851.97998047	1907.727997
1784681973856.97998047	1933.965648
1784681973861.97998047	2059.221376
1784681973866.97998047	2105.265744
1784681973871.97998047	2152.251047
1784681973876.97998047	2168.643285
1784681973881.97998047	2300.079831
1784681973886.97998047	2281.341576
1784681973891.97998047	2358.527502
1784681973896.97998047	2429.810310
1784681973901.97998047	2416.878882
1784681973906.97998047	2459.778342
1784681973911.97998047	2542.111884
1784681973916.97998047	2530.647893
1784681973921.97998047	2570.204331
1784681973926.97998047	2592.251610
1784681973931.97998047	2630.453369
1784681973936.97998047	2655.271557
1784681973941.97998047	2706.943066
1784681973946.97998047	2703.775247
1784681973951.97998047	2722.487414
1784681973956.97998047	2772.168744
1784681973961.97998047	2752.163421
1784681973966.97998047	2752.556156
1784681973971.97998047	2732.559817
1784681973976.97998047	2715.003734
1784681973981.97998047	2751.841944
1784681973986.97998047	2728.812366
1784681973991.97998047	2742.361695
1784681973996.97998047	2755.852383
1784681974001.97998047	2718.494406
1784681974006.97998047	2717.847935
1784681974011.97998047	2711.578044
1784681974016.97998047	2721.500482
1784681974021.97998047	2674.428507
1784681974026.97998047	2679.164293
1784681974031.97998047	2655.646127
1784681974036.97998047	2629.486452
1784681974041.97998047	2600.603879
1784681974046.97998047	2565.392597
1784681974051.97998047	2560.124877
1784681974056.97998047	2523.698710
1784681974061.97998047	2496.837651
1784681974066.97998047	2452.012180
1784681974071.97998047	2450.977911
1784681974076.97998047	2441.819714
1784681974081.97998047	2348.721226
1784681974086.97998047	2316.585671
1784681974091.97998047	2323.454165
1784681974096.97998047	2275.131194
1784681974101.97998047	2221.659550
1784681974106.97998047	2193.694018
1784681974111.97998047	2189.902428
1784681974116.97998047	2121.450819
1784681974121.97998047	2086.462125
1784681974126.97998047	2086.794275
1784681974131.97998047	2027.604967
1784681974136.97998047	1971.318150
1784681974141.97998047	1910.831598
1784681974146.97998047	1898.185749
1784681974151.97998047	1846.513419
1784681974156.97998047	1798.769574
1784681974161.97998047	1766.422803
1784681974166.97998047	1727.469242
1784681974171.97998047	1640.019193
1784681974176.97998047	1614.651012
1784681974181.97998047	1558.705777
1784681974186.97998047	1549.336985
1784681974191.97998047	1491.616946
1784681974196.97998047	1438.850431
1784681974201.97998047	1402.550117
1784681974206.97998047	1373.352634
1784681974211.97998047	1345.635259
1784681974216.97998047	1310.478250
1784681974221.97998047	1278.537872
1784681974226.97998047	1229.153510
1784681974231.97998047	1169.900511
1784681974236.97998047	1150.936468
1784681974241.97998047	1113.540323
1784681974246.97998047	1055.007133
1784681974251.97998047	1101.637838
1784681974256.97998047	1082.311889
1784681974261.97998047	1014.485742
1784681974266.97998047	1007.145354
1784681974271.97998047	988.845527
1784681974276.97998047	938.365520
1784681974281.97998047	939.576566
1784681974286.97998047	925.120563
1784681974291.97998047	905.307463
1784681974296.97998047	884.454867
1784681974301.97998047	896.941866
1784681974306.97998047	898.687077
1784681974311.97998047	863.886839
1784681974316.97998047	868.060071
1784681974321.97998047	893.231351
1784681974326.97998047	897.158837
1784681974331.97998047	890.038175
1784681974336.97998047	872.398342
1784681974341.97998047	872.701715
1784681974346.97998047	873.480030
1784681974351.97998047	929.363603
1784681974356.97998047	931.388342
1784681974361.97998047	937.642982
1784681974366.97998047	927.690729
1784681974371.97998047	940.767947
1784681974376.97998047	922.473977
1784681974381.97998047	954.446297
1784681974386.97998047	970.766335
1784681974391.97998047	948.614450
1784681974396.97998047	941.640991
1784681974401.97998047	957.314240
1784681974406.97998047	969.067889
1784681974411.97998047	950.944590
1784681974416.97998047	935.754739
1784681974421.97998047	952.112743
1784681974426.97998047	927.258842
1784681974431.97998047	937.648393
1784681974436.97998047	919.176357
1784681974441.97998047	915.798037
1784681974446.97998047	903.626077
1784681974451.97998047	886.298534
1784681974456.97998047	887.876712
1784681974461.97998047	865.304845
1784681974466.97998047	823.625910
1784681974471.97998047	823.726187
1784681974476.97998047	829.461080
1784681974481.97998047	760.443983
1784681974486.97998047	772.146555
1784681974491.97998047	751.228108
1784681974496.97998047	750.575807
1784681974501.97998047	735.901072
1784681974506.97998047	716.019359
1784681974511.97998047	682.264711
1784681974516.97998047	631.621255
1784681974521.97998047	641.881654
1784681974526.97998047	611.902968
1784681974531.97998047	603.533564
1784681974536.97998047	578.321016
1784681974541.97998047	556.791607
1784681974546.97998047	596.864662
1784681974551.97998047	546.590044
1784681974556.97998047	545.341430
1784681974561.97998047	535.045681
1784681974566.97998047	568.947581
1784681974571.97998047	549.559100
1784681974576.97998047	543.631433
1784681974581.97998047	577.391089
1784681974586.97998047	582.790613
1784681974591.97998047	578.739556
1784681974596.97998047	617.744636
1784681974601.97998047	614.168266
1784681974606.97998047	657.063245
1784681974611.97998047	703.772244
1784681974616.97998047	702.923311
1784681974621.97998047	759.380809
1784681974626.97998047	793.265234
1784681974631.97998047	855.678477
1784681974636.97998047	885.757637
1784681974641.97998047	892.297505
1784681974646.97998047	957.694418
1784681974651.97998047	1004.673684
1784681974656.97998047	1079.587668
1784681974661.97998047	1157.281076
1784681974666.97998047	1221.607433
1784681974671.97998047	1251.713210
1784681974676.97998047	1357.477123
1784681974681.97998047	1384.005964
1784681974686.97998047	1433.134146
1784681974691.97998047	1520.056114
1784681974696.97998047	1598.488871
1784681974701.97998047	1674.576525
1784681974706.97998047	1717.700332
1784681974711.97998047	1768.210763
1784681974716.97998047	1790.248095
1784681974721.97998047	1924.288088
1784681974726.97998047	1950.769944
1784681974731.97998047	2011.300978
1784681974736.97998047	2099.344580
1784681974741.97998047	2146.708689
1784681974746.97998047	2207.128208
1784681974751.97998047	2237.956843
1784681974756.97998047	2269.631843
1784681974761.97998047	2371.715096
1784681974766.97998047	2379.898656
1784681974771.97998047	2376.365695
1784681974776.97998047	2466.951213
1784681974781.97998047	2443.922826
1784681974786.97998047	2527.788023
1784681974791.97998047	2601.427557
1784681974796.97998047	2610.908019
1784681974801.97998047	2611.128522
1784681974806.97998047	2649.630998
1784681974811.97998047	2665.251641
1784681974816.97998047	2663.128530
1784681974821.97998047	2694.807597
1784681974826.97998047	2712.324282
1784681974831.97998047	2709.308419
1784681974836.97998047	2764.007792
1784681974841.97998047	2718.638063
1784681974846.97998047	2725.079964
1784681974851.97998047	2765.693624
1784681974856.97998047	2726.413945
1784681974861.97998047	2743.008702
1784681974866.97998047	2732.595351
1784681974871.97998047	2768.181824
1784681974876.97998047	2716.464818
1784681974881.97998047	2740.118235
1784681974886.97998047	2660.035368
1784681974891.97998047	2661.312662
1784681974896.97998047	2657.572024
1784681974901.97998047	2618.213754
1784681974906.97998047	2625.642702
1784681974911.97998047	2639.762881
1784681974916.97998047	2618.758874
1784681974921.97998047	2576.959299
1784681974926.97998047	2537.472612
1784681974931.97998047	2540.148182
1784681974936.97998047	2491.496011
1784681974941.97998047	2441.937628
1784681974946.97998047	2445.903762
1784681974951.97998047	2391.109251
1784681974956.97998047	2402.642561
1784681974961.97998047	2343.975695
1784681974966.97998047	2292.370154
1784681974971.97998047	2227.284267
1784681974976.97998047	2192.702746
1784681974981.97998047	2198.615759
1784681974986.97998047	2130.823768
1784681974991.97998047	2087.438958
1784681974996.97998047	2104.985549
1784681975001.97998047	2059.871541
1784681975006.97998047	1970.621260
1784681975011.97998047	1951.798129
1784681975016.97998047	1906.998117
1784681975021.97998047	1872.252105
1784681975026.97998047	1804.006231
1784681975031.97998047	1774.481903
1784681975036.97998047	1732.435021
1784681975041.97998047	1686.545177
1784681975046.97998047	1641.469949
1784681975051.97998047	1575.528582
1784681975056.97998047	1490.803048
1784681975061.97998047	1471.444568
1784681975066.97998047	1445.622131
1784681975071.97998047	1401.116662
1784681975076.97998047	1352.899345
1784681975081.97998047	1348.492483
1784681975086.97998047	1320.570621
1784681975091.97998047	1308.330078
1784681975096.97998047	1183.999353
1784681975101.97998047	1162.859519
1784681975106.97998047	1096.131576
1784681975111.97998047	1131.577513
1784681975116.97998047	1095.067147
1784681975121.97998047	1065.546444
1784681975126.97998047	1029.158514
1784681975131.97998047	1009.302418
1784681975136.97998047	1006.060018
1784681975141.97998047	971.083429
1784681975146.97998047	955.285056
1784681975151.97998047	938.173078
1784681975156.97998047	965.263595
1784681975161.97998047	929.533511
1784681975166.97998047	892.935534
1784681975171.97998047	910.125637
1784681975176.97998047	906.091201
1784681975181.97998047	883.389542
1784681975186.97998047	904.520189
1784681975191.97998047	906.314875
1784681975196.97998047	890.040891
1784681975201.97998047	876.044200
1784681975206.97998047	932.263359
1784681975211.97998047	882.719201
1784681975216.97998047	926.563858
1784681975221.97998047	873.158631
1784681975226.97998047	916.301447
1784681975231.97998047	966.427069
1784681975236.97998047	937.564810
1784681975241.97998047	940.416026
1784681975246.97998047	924.208420
1784681975251.97998047	961.141925
1784681975256.97998047	957.922715
1784681975261.97998047	957.959987
1784681975266.97998047	945.654273
1784681975271.97998047	963.179563
1784681975276.97998047	981.381131
1784681975281.97998047	961.162956
1784681975286.97998047	919.673641
1784681975291.97998047	927.607458
1784681975296.97998047	953.708035
1784681975301.97998047	945.349940
1784681975306.97998047	930.119067
1784681975311.97998047	918.833466
1784681975316.97998047	879.476009
1784681975321.97998047	858.585997
1784681975326.97998047	864.207187
1784681975331.97998047	861.517188
1784681975336.97998047	808.449489
1784681975341.97998047	829.247886
1784681975346.97998047	762.912766
1784681975351.97998047	766.588823
1784681975356.97998047	738.144042
1784681975361.97998047	717.427987
1784681975366.97998047	711.722238
1784681975371.97998047	666.077728
1784681975376.97998047	673.293047
1784681975381.97998047	616.606095
1784681975386.97998047	620.610642
1784681975391.97998047	601.612532
1784681975396.97998047	609.474270
1784681975401.97998047	558.585815
1784681975406.97998047	566.672198
1784681975411.97998047	575.324035
1784681975416.97998047	511.469952
1784681975421.97998047	542.087913
1784681975426.97998047	521.712046
1784681975431.97998047	527.860034
1784681975436.97998047	510.339956
1784681975441.97998047	591.754600
1784681975446.97998047	554.162461
1784681975451.97998047	580.338632
1784681975456.97998047	598.535398
1784681975461.97998047	653.199330
1784681975466.97998047	618.071697
1784681975471.97998047	663.833708
1784681975476.97998047	682.286551
1784681975481.97998047	720.202095
1784681975486.97998047	787.362979
1784681975491.97998047	818.890760
1784681975496.97998047	899.977195
1784681975501.97998047	930.770823
1784681975506.97998047	968.082303
1784681975511.97998047	1041.867616
1784681975516.97998047	1131.475331
1784681975521.97998047	1134.975206
1784681975526.97998047	1226.951554
1784681975531.97998047	1273.606188
1784681975536.97998047	1308.974343
1784681975541.97998047	1399.245057
1784681975546.97998047	1501.751371
1784681975551.97998047	1515.831252
1784681975556.97998047	1614.071179
1784681975561.97998047	1649.762403
1784681975566.97998047	1752.114258
1784681975571.97998047	1826.724574
1784681975576.97998047	1887.918389
1784681975581.97998047	1952.596539
1784681975586.97998047	1968.787483
1784681975591.97998047	2053.096203
1784681975596.97998047	2132.694911
1784681975601.97998047	2172.354699
1784681975606.97998047	2212.550397
1784681975611.97998047	2261.939701
1784681975616.97998047	2338.814487
1784681975621.97998047	2375.809550
1784681975626.97998047	2404.211247
1784681975631.97998047	2438.791100
1784681975636.97998047	2481.394540
1784681975641.97998047	2563.936470
1784681975646.97998047	2538.894415
1784681975651.97998047	2595.015687
1784681975656.97998047	2675.541071
1784681975661.97998047	2666.889702
1784681975666.97998047	2648.900110
1784681975671.97998047	2670.306246
1784681975676.97998047	2670.744558
1784681975681.97998047	2736.622259
1784681975686.97998047	2718.824684
1784681975691.97998047	2737.699504
1784681975696.97998047	2741.218317
1784681975701.97998047	2724.108405
1784681975706.97998047	2750.649635
1784681975711.97998047	2733.294167
1784681975716.97998047	2734.806432
1784681975721.97998047	2753.756924
1784681975726.97998047	2708.265533
1784681975731.97998047	2687.220851
1784681975736.97998047	2725.647858
1784681975741.97998047	2698.828089
1784681975746.97998047	2622.344414
1784681975751.97998047	2649.765412
1784681975756.97998047	2594.889988
1784681975761.97998047	2620.825385
1784681975766.97998047	2650.046647
1784681975771.97998047	2541.544983
1784681975776.97998047	2548.411627
1784681975781.97998047	2516.753825
1784681975786.97998047	2496.852006
1784681975791.97998047	2451.314331
1784681975796.97998047	2406.835245
1784681975801.97998047	2419.685899
1784681975806.97998047	2340.781106
1784681975811.97998047	2333.475652
1784681975816.97998047	2303.039732
1784681975821.97998047	2250.396456
1784681975826.97998047	2200.399264
1784681975831.97998047	2169.702947
1784681975836.97998047	2120.167800
1784681975841.97998047	2118.639600
1784681975846.97998047	2056.535533
1784681975851.97998047	1977.281300
1784681975856.97998047	1993.650878
1784681975861.97998047	1918.731435
1784681975866.97998047	1878.902805
1784681975871.97998047	1811.915749
1784681975876.97998047	1771.059666
1784681975881.97998047	1760.833383
1784681975886.97998047	1704.539727
1784681975891.97998047	1632.275274
1784681975896.97998047	1600.653672
1784681975901.97998047	1593.003541
1784681975906.97998047	1519.872199
1784681975911.97998047	1490.624460
1784681975916.97998047	1425.724726
1784681975921.97998047	1403.743364
1784681975926.97998047	1366.288970
1784681975931.97998047	1332.096475
1784681975936.97998047	1273.182613
1784681975941.97998047	1250.259685
1784681975946.97998047	1206.231893
1784681975951.97998047	1186.964037
1784681975956.97998047	1152.310346
1784681975961.97998047	1061.280887
1784681975966.97998047	1088.870930
1784681975971.97998047	1046.427354
1784681975976.97998047	1045.674111
1784681975981.97998047	1001.745432
1784681975986.97998047	954.804948
1784681975991.97998047	935.306291
1784681975996.97998047	937.570460
1784681976001.97998047	940.336582
1784681976006.97998047	949.940797
1784681976011.97998047	881.447325
1784681976016.97998047	961.033727
1784681976021.97998047	901.429655
1784681976026.97998047	864.830369
1784681976031.97998047	884.862377
1784681976036.97998047	927.662919
1784681976041.97998047	908.631208
1784681976046.97998047	892.703095
1784681976051.97998047	878.894425
1784681976056.97998047	906.987376
1784681976061.97998047	915.959764
1784681976066.97998047	925.107703
1784681976071.97998047	885.568474
1784681976076.97998047	896.319849
1784681976081.97998047	900.060534
1784681976086.97998047	935.053144
1784681976091.97998047	975.415462
1784681976096.97998047	985.331556
1784681976101.97998047	955.061556
1784681976106.97998047	937.301223
1784681976111.97998047	941.638567
1784681976116.97998047	941.131692
1784681976121.97998047	936.304633
1784681976126.97998047	958.583595
1784681976131.97998047	959.510927
1784681976136.97998047	935.621270
1784681976141.97998047	929.728706
1784681976146.97998047	912.111825
1784681976151.97998047	943.439429
1784681976156.97998047	899.514044
1784681976161.97998047	883.464960
1784681976166.97998047	861.146523
1784681976171.97998047	839.025889
1784681976176.97998047	806.854627
1784681976181.97998047	838.022173
1784681976186.97998047	789.659683
1784681976191.97998047	807.308812
1784681976196.97998047	791.898996
1784681976201.97998047	726.944985
1784681976206.97998047	718.426299
1784681976211.97998047	729.590046
1784681976216.97998047	667.639734
1784681976221.97998047	655.606626
1784681976226.97998047	643.857576
1784681976231.97998047	625.662567
1784681976236.97998047	573.596035
1784681976241.97998047	594.619963
1784681976246.97998047	590.166551
1784681976251.97998047	601.084058
1784681976256.97998047	542.031214
1784681976261.97998047	558.172835
1784681976266.97998047	556.671581
1784681976271.97998047	509.316193
1784681976276.97998047	542.968938
1784681976281.97998047	504.112277
1784681976286.97998047	526.867403
1784681976291.97998047	574.684047
1784681976296.97998047	605.231950
1784681976301.97998047	575.499029
1784681976306.97998047	645.808115
